"Year,Month,Day,Hour,Minute,Department,Division,Case_Type,Hundred_Block,Street_Name,Local_Area"
"2009,6,18,8,11,ENG - Streets,Streets Operations,Homelessness/Transient Issue,1XX,W 3RD AV,Mount Pleasant"
"2009,6,18,8,20,ENG - Solid Waste,Sanitation,Dead Skunk Pickup,,GRANVILLE ST,"
"2009,6,18,8,33,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,8XX,E 12TH AV,Mount Pleasant"
"2009,6,18,8,39,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,2500, - 2599 KINGSWAY,Renfrew-Collingwood"
"2009,6,18,8,40,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,66XX,SHERBROOKE ST,Sunset"
"2009,6,18,8,54,ENG - Streets,Streets Operations,Street - Repair,6XX,MOBERLY ROAD,Fairview"
"2009,6,18,9,14,ENG - Streets,Streets Operations,Streets - General Issues,2600, - 2699 LAKEWOOD DRIVE,Kensington-Cedar Cottage"
"2009,6,18,9,29,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - Modify,1000, - 1199 RENFREW ST,Hastings-Sunrise"
"2009,6,18,10,7,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,12XX,COMMERCIAL DRIVE,Grandview-Woodland"
"2009,6,18,10,50,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,24XX,W 51ST AV,Kerrisdale"
"2009,6,18,10,56,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,1000, - 1099 LAMEY'S MILL ROAD,Fairview"
"2009,6,18,11,44,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,4400, - 4499 SOPHIA ST,Riley Park"
"2009,6,18,11,56,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,7000, - 7299 EAST BOULEVARD,Kerrisdale"
"2009,6,18,12,53,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13XX,ODLUM DRIVE,Grandview-Woodland"
"2009,6,18,13,20,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,83XX,CHESTER ST,Sunset"
"2009,6,18,13,31,ENG - Transportation,Active Transportation,Bicycle Route Map Request,7XX,W GEORGIA ST,Downtown"
"2009,6,18,13,58,ENG - Streets,Streets Operations,Pothole - Repair,,LAMEY'S MILL ROAD,"
"2009,6,18,14,22,ENG - Streets,Streets Operations,Street - Repair,58XX,ORMIDALE ST,Killarney"
"2009,6,18,15,1,ENG - Streets,Streets Operations,Street - Repair,33XX,E 29TH AV,Renfrew-Collingwood"
"2009,6,18,15,3,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,30XX,E 8TH AV,Hastings-Sunrise"
"2009,6,18,15,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1200, - 1299 PARKER ST,"
"2009,6,18,15,9,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,1200, - 1299 HARO ST,West End"
"2009,6,18,15,31,ENG - Streets,Streets Operations,Sidewalk - Repair,22XX,SPRUCE ST,Fairview"
"2009,6,18,15,44,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,3100, - 3199 PRINCE ALBERT ST,Mount Pleasant"
"2009,6,18,16,2,ENG - Streets,Streets Operations,Pothole - Repair,20XX,E 43RD AV,Victoria-Fraserview"
"2009,6,18,16,9,ENG - Streets,Streets Operations,Pothole - Repair,Intersection,E 7TH AV and MAIN ST,Mount Pleasant"
"2009,6,18,16,28,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,41XX,CARNARVON ST,Dunbar Southlands"
"2009,6,19,8,20,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,14XX,W 39TH AV,Shaughnessy"
"2009,6,19,8,51,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,22XX,PORTSIDE COURT,Victoria-Fraserview"
"2009,6,19,8,55,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,22XX,PORTSIDE COURT,Victoria-Fraserview"
"2009,6,19,9,2,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13XX,E 41ST AV,Sunset"
"2009,6,19,9,14,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,16XX,E 8TH AV,Grandview-Woodland"
"2009,6,19,9,34,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,24XX,BAYSWATER ST,Kitsilano"
"2009,6,19,9,41,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,34XX,KINGSWAY,Renfrew-Collingwood"
"2009,6,19,10,2,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,30XX,W 4TH AV,Kitsilano"
"2009,6,19,10,6,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,29XX,W 4TH AV,Kitsilano"
"2009,6,19,10,10,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,35XX,W 18TH AV,Dunbar Southlands"
"2009,6,19,11,2,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,71XX,VICTORIA DRIVE,Victoria-Fraserview"
"2009,6,19,11,41,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,8XX,E 6TH AV,Mount Pleasant"
"2009,6,19,11,44,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Banner Request,Intersection,RICHARDS ST and W GEORGIA ST,Downtown"
"2009,6,19,12,8,ENG - Streets,Streets Operations,Streets - General Issues,24XX,GRANVILLE ST,Fairview"
"2009,6,19,12,13,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,67XX,BROOKS ST,Killarney"
"2009,6,19,12,40,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,13XX,DAVIE ST,West End"
"2009,6,19,12,42,ENG - Transportation,Traffic and Data Management,Curbside Sign - New,1800, - 1899 SPYGLASS PLACE,Fairview"
"2009,6,19,12,45,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,3300, - 3399 E 24TH AV,Renfrew-Collingwood"
"2009,6,19,12,55,ENG - Streets,Streets Operations,Street - Repair,28XX,W 35TH AV,Arbutus Ridge"
"2009,6,19,13,24,ENG - Transportation,Traffic and Data Management,Curbside Sign - Modify,8000, - 8299 OAK ST,Marpole"
"2009,6,19,13,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,36XX,HAIDA DRIVE,Renfrew-Collingwood"
"2009,6,19,14,44,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,21XX,W 35TH AV,Arbutus Ridge"
"2009,6,19,14,58,ENG - Streets,Streets Operations,Sidewalk - Repair,35XX,W 26TH AV,Dunbar Southlands"
"2009,6,19,15,13,ENG - Streets,Streets Operations,Sidewalk - Repair,1000, - 1199 BROUGHTON ST,West End"
"2009,6,19,15,16,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,20XX,W 53RD AV,Kerrisdale"
"2009,6,19,15,27,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,2XX,KOOTENAY ST,Hastings-Sunrise"
"2009,6,19,15,42,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,86XX,OSLER ST,Marpole"
"2009,6,19,16,22,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,82XX,FRENCH ST,Marpole"
"2009,6,19,21,43,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,16XX,E 37TH AV,Kensington-Cedar Cottage"
"2009,6,20,7,11,ENG - Solid Waste,Sanitation,Dead Skunk Pickup,21XX,W 32ND AV,Arbutus Ridge"
"2009,6,20,10,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,37XX,W 16TH AV,Dunbar Southlands"
"2009,6,20,10,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,Intersection,E 14TH AV and GLEN DRIVE,Mount Pleasant"
"2009,6,20,10,36,ENG - Solid Waste,Sanitation,Dead Skunk Pickup,21XX,W 32ND AV,Arbutus Ridge"
"2009,6,20,12,39,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,,WAVERLEY AV,"
"2009,6,20,13,41,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,900, - 999 W 22ND AV,South Cambie"
"2009,6,20,14,30,ENG - Transportation,Active Transportation,Bicycle Route Map Request,13XX,COMMERCIAL DRIVE,Grandview-Woodland"
"2009,6,20,18,56,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,8XX,W 54TH AV,Oakridge"
"2009,6,20,18,59,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,7XX,W 54TH AV,Oakridge"
"2009,6,21,10,27,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,Intersection,E 3RD AV and SEMLIN DRIVE,Grandview-Woodland"
"2009,6,21,12,19,ENG - Transportation,Traffic and Data Management,Traffic Sign - New,8600, - 8699 HUDSON ST,Marpole"
"2009,6,21,13,17,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,21XX,E 4TH AV,Grandview-Woodland"
"2009,6,21,14,0,ENG - Streets,Streets Operations,Pothole - Repair,21XX,W 45TH AV,"
"2009,6,21,15,58,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,22XX,E 42ND AV,Victoria-Fraserview"
"2009,6,21,16,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,4XX,BEACH CRESCENT,Downtown"
"2009,6,22,8,8,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,Intersection,GLADSTONE ST and SOUTHSIDE DRIVE,Victoria-Fraserview"
"2009,6,22,8,26,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,14XX,W 12TH AV,Fairview"
"2009,6,22,8,30,CSG - Inspections,Reception,Reception After Hours Inquiry Case,11XX,W 16TH AV,Fairview"
"2009,6,22,8,33,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,13XX,W 71ST AV,Marpole"
"2009,6,22,8,35,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,35XX,E 22ND AV,Renfrew-Collingwood"
"2009,6,22,8,45,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,35XX,E 22ND AV,Renfrew-Collingwood"
"2009,6,22,9,1,ENG - Streets,Streets Operations,Homelessness/Transient Issue,3XX,RAILWAY ST,Strathcona"
"2009,6,22,9,6,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,19XX,W 10TH AV,Kitsilano"
"2009,6,22,9,20,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Pole Repair,2500, - 2599 WALLACE CRESCENT,West Point Grey"
"2009,6,22,9,27,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,17XX,BARCLAY ST,West End"
"2009,6,22,9,40,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,16XX,WOODLAND DRIVE,"
"2009,6,22,9,40,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,11XX,CARDERO ST,West End"
"2009,6,22,9,40,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,8XX,E 8TH AV,Mount Pleasant"
"2009,6,22,9,44,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,11XX,CARDERO ST,West End"
"2009,6,22,9,46,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,16XX,WOODLAND DRIVE,Grandview-Woodland"
"2009,6,22,9,46,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,7XX,BURRARD ST,West End"
"2009,6,22,9,50,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,10XX,PARKER ST,Strathcona"
"2009,6,22,9,56,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,11XX,CARDERO ST,West End"
"2009,6,22,10,37,ENG - Streets,Streets Operations,Homelessness/Transient Issue,9XX,W BROADWAY,Fairview"
"2009,6,22,10,38,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,57XX,STIRLING ST,Victoria-Fraserview"
"2009,6,22,10,39,ENG - Streets,Streets Operations,Homelessness/Transient Issue,9XX,W BROADWAY,Fairview"
"2009,6,22,10,43,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,50XX,BOUNDARY ROAD,Renfrew-Collingwood"
"2009,6,22,10,52,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,45XX,DUNBAR ST,Dunbar Southlands"
"2009,6,22,10,54,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,21XX,W 38TH AV,Arbutus Ridge"
"2009,6,22,11,9,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,29XX,CHARLES ST,Hastings-Sunrise"
"2009,6,22,11,31,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,36XX,W 1ST AV,Kitsilano"
"2009,6,22,11,43,ENG - Transportation,Neighbourhood Parking and Transportation,Parking Meter Requests,500, - 599 MAIN ST,Strathcona"
"2009,6,22,11,49,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,11XX,KEEFER ST,Strathcona"
"2009,6,22,11,53,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,7XX,E PENDER ST,Strathcona"
"2009,6,22,12,14,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,18XX,W 45TH AV,Kerrisdale"
"2009,6,22,12,17,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,53XX,SHERBROOKE ST,Kensington-Cedar Cottage"
"2009,6,22,12,19,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,9XX,LAKEWOOD DRIVE,Grandview-Woodland"
"2009,6,22,12,21,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,9XX,LAKEWOOD DRIVE,Grandview-Woodland"
"2009,6,22,12,28,ENG - Transportation,Neighbourhood Parking and Transportation,Residential Parking Requests,35XX,WINDSOR ST,Kensington-Cedar Cottage"
"2009,6,22,12,30,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,34XX,KINGSWAY,Renfrew-Collingwood"
"2009,6,22,12,32,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,53XX,SHERBROOKE ST,Kensington-Cedar Cottage"
"2009,6,22,12,44,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,17XX,E 33RD AV,Kensington-Cedar Cottage"
"2009,6,22,12,50,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,Intersection,ABBOTT ST and WATER ST,Downtown"
"2009,6,22,12,52,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,1XX,WATER ST,Downtown"
"2009,6,22,13,23,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,52XX,KILLARNEY ST,Renfrew-Collingwood"
"2009,6,22,13,54,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,37XX,MAIN ST,Riley Park"
"2009,6,22,13,56,ENG - Streets,Streets Operations,Sidewalk - Repair,4XX,GRANVILLE ST,Downtown"
"2009,6,22,14,4,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,45XX,DUNBAR ST,Dunbar Southlands"
"2009,6,22,14,18,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,68XX,LAUREL ST,Oakridge"
"2009,6,22,14,30,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,37XX,W 7TH AV,West Point Grey"
"2009,6,22,15,18,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,400, - 499 KASLO ST,Hastings-Sunrise"
"2009,6,22,15,33,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,24XX,E 22ND AV,Renfrew-Collingwood"
"2009,6,22,15,48,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,27XX,E 27TH AV,Renfrew-Collingwood"
"2009,6,22,15,54,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,32XX,PARKER ST,Hastings-Sunrise"
"2009,6,22,16,24,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,57XX,STIRLING ST,Victoria-Fraserview"
"2009,6,22,16,44,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,XX,E 17TH AV,Riley Park"
"2009,6,22,17,51,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,20XX,W 54TH AV,Kerrisdale"
"2009,6,23,8,21,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,,ROSS ST,"
"2009,6,23,8,25,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,45XX,DUNBAR ST,Dunbar Southlands"
"2009,6,23,8,30,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,15XX,MARPOLE AV,Shaughnessy"
"2009,6,23,8,30,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,2400, - 2499 POINT GREY ROAD,Kitsilano"
"2009,6,23,9,20,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,5XX,E 54TH AV,Sunset"
"2009,6,23,9,22,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,7XX,W 16TH AV,South Cambie"
"2009,6,23,9,24,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,3XX,E 13TH AV,Mount Pleasant"
"2009,6,23,9,32,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,11XX,SALSBURY DRIVE,Grandview-Woodland"
"2009,6,23,9,45,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,30XX,E 45TH AV,Killarney"
"2009,6,23,9,53,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,20XX,W 47TH AV,Kerrisdale"
"2009,6,23,10,11,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,BATTISON ST and KINGSWAY,Renfrew-Collingwood"
"2009,6,23,10,18,ENG - Streets,Streets Operations,Sidewalk - Repair,11XX,DENMAN ST,West End"
"2009,6,23,10,24,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,E 41ST AV and WALES ST,Renfrew-Collingwood"
"2009,6,23,11,9,ENG - Transportation,Active Transportation,Bicycle Route Map Request,27XX,LAUREL ST,Fairview"
"2009,6,23,11,15,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,51XX,JOYCE ST,Renfrew-Collingwood"
"2009,6,23,11,21,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,2100, - 2199 SOUTHSIDE DRIVE,Victoria-Fraserview"
"2009,6,23,11,22,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,27XX,GRANVILLE ST,Fairview"
"2009,6,23,11,29,ENG - Transportation,Active Transportation,Bicycle Route Map Request,7XX,DENMAN ST,West End"
"2009,6,23,11,34,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Street Light - Out,XX,N SKEENA ST,Hastings-Sunrise"
"2009,6,23,12,9,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,70XX,NEAL ST,Oakridge"
"2009,6,23,12,41,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1100, - 1199 SALSBURY DRIVE,Grandview-Woodland"
"2009,6,23,13,3,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,7600, - 7699 ST. GEORGE ST,Sunset"
"2009,6,23,13,22,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,68XX,HEATHER ST,Oakridge"
"2009,6,23,13,28,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - New,26XX,WAVERLEY AV,Victoria-Fraserview"
"2009,6,23,13,31,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,,CLARK DRIVE,"
"2009,6,23,14,1,ENG - Streets,Streets Operations,Street - Repair,1800, - 1999 DRUMMOND DRIVE,West Point Grey"
"2009,6,23,14,15,ENG - Solid Waste,Sanitation,Poster/Sign Removal Request,14XX,RICHARDS ST,Downtown"
"2009,6,23,14,18,ENG - Transportation,Parking Ops & Enforcement,Abandoned Vehicle Request,1500, - 1599 WOODLAND DRIVE,Grandview-Woodland"
"2009,6,23,14,34,ENG - Transportation,ZZ OLD - Traffic And Electrical Operations,Sign - Repair,Intersection,W 16TH AV and WATERLOO ST,Dunbar Southlands"
"2009,6,23,14,36,ENG - Streets,Streets Operations,Street - Repair,13XX,W 13TH AV,Fairview"
"2009,6,23,14,53,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,20XX,VENABLES ST,Grandview-Woodland"
"2009,6,23,15,3,ENG - Transportation,Traffic and Data Management,Truck Violation,4XX,E KING EDWARD AV,Riley Park"
"2009,6,23,15,4,ENG - Solid Waste,Solid Waste Management,Illegal Dumping/Abandoned Garbage Pickup,5XX,E HASTINGS ST,Strathcona"
"2009,6,23,15,35,ENG - Streets,Streets Operations,Street - Repair,Intersection,E KING EDWARD AV and FRASER ST,Kensington-Cedar Cottage"
"2009,6,23,15,39,ENG - Transportation,Traffic and Data Management,Traffic & Pedestrian Signal - New,Intersection,ARGYLE DRIVE and E 54TH AV,"
"2009,6,23,15,57,ENG - Solid Waste,Sanitation,Abandoned Garbage Pickup - City Property & Parks,10XX,NELSON ST,West End"
"2009,6,23,16,29,ENG - Solid Waste,Solid Waste Management,Apartment Recycling - Registration Request,54XX,CECIL ST,Renfrew-Collingwood"
"2009,6,23,19,11,ENG - Transportation,Traffic and Data Management,Traffic Sign - New,Intersection,GRANDVIEW HWY NORTH and LAKEWOOD DRIVE,Kensington-Cedar Cottage"
"2009,6,23,19,20,ENG - Solid Waste,Sanitation,Street Cleaning & Debris Pickup,Intersection,GRANDVIEW HWY NORTH and LAKEWOOD DRIVE,Kensington-Cedar Cottage"
